DNS	﻿A.D.N.
elysäisch	élyséen
Deckflügel	élytre
Flügeldecke	élytre
Eleve	élève
Elevin	élève
Schüler	élève
Schülerin	élève
Student	élève
Sämling	élève
Zögling	élève
Fahrschüler	élève conducteur
Berufsschüler	élève de formation professionnelle
Seekadett	élève de l'école navale
Sextaner	élève de première
Sextaner	élève de première année
Sextaner	élève de sixième
Sextaner	élève de sixième année
Berufsschüler	élève du cintre de formation professionnelle
Schwesternschülerin	élève infirmière
Berglehrling	élève mineur
Schwänzer	élève qui fait l'école buissonnière
Schwänzerin	élève qui fait l'école buissonnière
Schülerschaft	élèves
schön	élégamment
Anmut	élégance
Eleganz	élégance
Formschönheit	élégance
Gepflegtheit	élégance
Grazie	élégance
Schick	élégance
Stil	élégance
Takt	élégance
Vornehmheit	élégance
elegante Form	élégance
korrekte Haltung	élégance
Geckenhaftigkeit	élégance recherchée
anmutig	élégant
elegant	élégant
exklusiv	élégant
fein	élégant
galant	élégant
gentlemanlike	élégant
geschickt	élégant
gewandt	élégant
kultiviert	élégant
manierlich	élégant
schick	élégant
schmuck	élégant
schnittig	élégant
stilvoll	élégant
tadellos	élégant
vornehm	élégant
Geck	élégant
Modepuppe	élégant
Stutzer	élégant
Elegie-	élégiaque
elegisch	élégiaque
wehmütig	élégiaque
Elegiker	élégiaque
Elegie	élégie
Anbauteil	élément
Baustein	élément
Bauteil	élément
Bestandteil	élément
Einheit	élément
Einzelheit	élément
Einzelteil	élément
Element	élément
Faktor	élément
Faktum	élément
Lebenselement	élément
Moment	élément
Posten	élément
Teil	élément
Truppenteil	élément
Zelle	élément
gegebene Tatsache	élément
Brennstoffelement	élément combustible
Brennstoffzelle	élément combustible
Baustein	élément constitutif
Bauteil	élément constitutif
Bauteil	élément de construction
Determinante	élément décisif
determinierende Faktor	élément décisif
Determinante	élément déterminant
determinierende Faktor	élément déterminant
Einbauelement	élément encastrable
Bauelement	élément préfabriqué
Aufsatz	élément supérieur
Anfangs	élémentaire
Anfangs-	élémentaire
Elementar	élémentaire
Elementar-	élémentaire
Grund	élémentaire
einfach	élémentaire
einfachst	élémentaire
elementar	élémentaire
grundlegend	élémentaire
mindest	élémentaire
primitiv	élémentaire
Elementar	élémentaire
Einzelheit	éléments
Schrankwand	éléments muraux
Elefant	éléphant
Elefantenbulle	éléphant mâle
Elefantenkuh	éléphante
Elefantin	éléphante
junger Elefant	éléphanteau
mächtig	éléphantesque
riesig	éléphantesque
ungeheuer	éléphantesque
Elefantiasis	éléphantiasis
Elevator	élévateur
Schiffshebewerk	élévateur de bateaux
Adel	élévation
Anheben	élévation
Anhöhe	élévation
Anstieg	élévation
Bau	élévation
Bodenerhebung	élévation
Erhabenheit	élévation
Erheben	élévation
Erhebung	élévation
Erhöhung	élévation
Errichtung	élévation
Gehobenheit	élévation
Größe	élévation
Heben	élévation
Hub	élévation
Steigen	élévation
Gedankenflug	élévation de pensée
Bodenerhebung	élévation de terrain
abgemagert	émacié
abgezehrt	émacié
ausgemergelt	émacié
Email	émail
Emaille	émail
Emailschmuck	émail
Glasur	émail
Schmelz	émail
emailliertes Blech	émail
emailliertes Gußeisen	émail
Zahnschmelz	émail dentaire
Zahnschmelz	émail des dents
Emaillieren	émaillage
Emaillierung	émaillage
Glasieren	émaillage
Glasur	émaillage
ausschmücken	émailler
emaillieren	émailler
glasieren	émailler
schmücken	émailler
verstreuen	émailler
verzieren	émailler
Aufsteigen	émanation
Ausdruck	émanation
Ausdünstung	émanation
Ausströmen	émanation
Auswirkung	émanation
Emanation	émanation
Sichtbarwerden	émanation
Emanzipations	émancipateur
Emanzipations-	émancipateur
emanzipatorisch	émancipateur
Befreiung	émancipation
Emanzipation	émancipation
Emanzipierung	émancipation
Freimachung	émancipation
Gleichberechtigung	émancipation
Gleichstellung	émancipation
Mündigsprechung	émancipation
Volljährigkeitserklärung	émancipation
befreien	émanciper
emanzipieren	émanciper
für mündig erklären	émanciper
für volljährig erklären	émanciper
gleichstellen	émanciper
mündigsprechen	émanciper
rechtlich gleichstellen	émanciper
selbständig machen	émanciper
unabhängig machen	émanciper
emanzipiert	émancipé
ausgehen	émaner
ausströmen	émaner
entstehen	émaner
entweichen	émaner
herrühren	émaner
kommen	émaner
seinen Ausgang nehmen	émaner
sich ableiten	émaner
entweichen	émaner de
Abzeichnung	émargement
Signierung	émargement
Unterschreiben	émargement
Unterschreibung	émargement
Zahlungsvermerk	émargement
am abzeichnen	émarger
auf dem Rand abzeichnen	émarger
beziehen	émarger
sein Gehalt beziehen	émarger
sein Gehalt empfangen	émarger
sein Geld beziehen	émarger
sein Geld empfangen	émarger
signieren	émarger
unterschreiben	émarger
Entmannung	émasculation
Kastration	émasculation
entkräften	émasculer
entmannen	émasculer
kastrieren	émasculer
schwächen	émasculer
sterilisieren	émasculer
unfruchtbar machen	émasculer
verschneiden	émasculer
Smaragd	émeraude
Auftauchen	émergence
Austreten	émergence
Austritt	émergence
Zutagetreten	émergence
auftauchen	émerger
erscheinen	émerger
herausragen	émerger
heraustauchen	émerger
hervorkommen	émerger
hervorragen	émerger
sichtbar werden	émerger
vorragen	émerger
zu sich kommen	émerger
vorragen	émerger de
Schmirgel	émeri
Erscheinen	émersion
Bewunderung	émerveillement
Entzücken	émerveillement
Erstaunen	émerveillement
Staunen	émerveillement
Verwunderung	émerveillement
höchste Verwunderung	émerveillement
sehr beeindrucken	émerveiller
jemanden in Erstaunen setzen	émerveiller quelqu'un
jemanden in Erstaunen versetzen	émerveiller quelqu'un
jemanden in Staunen setzen	émerveiller quelqu'un
jemanden in Staunen versetzen	émerveiller quelqu'un
jemanden in Verwunderung setzen	émerveiller quelqu'un
jemanden in Verwunderung versetzen	émerveiller quelqu'un
jemandes Bewunderung erregen	émerveiller quelqu'un
Sende...	émetteur
Sende…	émetteur
Emittent	émetteur
Emitter	émetteur
Sendeanlage	émetteur
Sendegerät	émetteur
Sender	émetteur
Strahler	émetteur
Funkgerät	émetteur-récepteur
Sende- und Empfangsgerät	émetteur-récepteur
Sender-Empfänger	émetteur-récepteur
Sprechfunkgerät	émetteur-récepteur
abgeben	émettre
auflegen	émettre
ausgeben	émettre
aussenden	émettre
aussprechen	émettre
ausstrahlen	émettre
begeben	émettre
emittieren	émettre
senden	émettre
von sich geben	émettre
vorbringen	émettre
äußern	émettre
übertragen	émettre
Einwände erheben	émettre des réserves
Emu	émeu
Aufruhr	émeute
Krawall	émeute
Tumult	émeute
Unruhen	émeute
Aufrührer	émeutier
Unruhestifter	émeutier
Aufrührerin	émeutière
Zerbröckeln	émiettement
Zerkrümeln	émiettement
Zersplitterung	émiettement
Zerstückelung	émiettement
brocken	émietter
bröckeln	émietter
zerbröckeln	émietter
zerkrümeln	émietter
zersplittern	émietter
zerstückeln	émietter
Auswanderer	émigrant
Auswandererin	émigrante
Auswanderin	émigrante
Abwanderung	émigration
Auswanderung	émigration
Emigration	émigration
Exil	émigration
auswandern	émigrer
emigrieren	émigrer
nach Süden ziehen	émigrer
wegziehen	émigrer
übersiedeln	émigrer
Emigrant	émigré
Emigrantin	émigrée
in dünne Scheiben schneiden	émincer
außerordentlich	éminemment
eminent	éminemment
ganz besonders	éminemment
höchst	éminemment
Anhöhe	éminence
Bodenerhebung	éminence
Eminenz	éminence
Erhebung	éminence
Höcker	éminence
Vorsprung	éminence
außerordentlich	éminent
beachtenswert	éminent
bedeutend	éminent
bekannt	éminent
berühmt	éminent
eminent	éminent
geachtet	éminent
gefeiert	éminent
herausragend	éminent
hervorragend	éminent
hervorstechend	éminent
markant	éminent
vorzüglich	éminent
Emir	émir
Emirat	émirat
Abgesandte mit geheimem Auftrag	émissaire
Abgesandter mit geheimem Auftrag	émissaire
Ableitungskanal	émissaire
Abzugskanal	émissaire
Emissär	émissaire
Emissärin	émissaire
Sendbote	émissaire
Sendbotin	émissaire
Ausgabe	émission
Aussendung	émission
Ausstrahlung	émission
Begebung	émission
Emission	émission
Fernsehsendung	émission
Herausgabe	émission
Sendung	émission
Strahlung	émission
Übertragung	émission
Wärmeausstrahlung	émission calorifique
Wärmeentwicklung	émission calorifique
Wärmestrahlung	émission calorifique
Wärmeentwicklung	émission de chaleur
Fernsehsendung	émission de télé
Fernsehsendung	émission de télévision
Unterhaltungssendung	émission de variétés
Varietésendung	émission de variétés
Sportfernsehsendung	émission des sports
Sportsendung	émission des sports
Unterhaltungssendung	émission divertissante
Werbesendung	émission publicitaire
Unterhaltungssendung	émission récréative
Sportfernsehsendung	émission sportive
Sportsendung	émission sportive
Fernsehsendung	émission télé
Werbefunk	émissions publicitaires
Aufregung	émoi
Erregung	émoi
Unruhe	émoi
beglückendes Gefühl	émoi
erweichend	émollient
Emolliens	émollient
Bezüge	émoluments
Dienstbezüge	émoluments
Einkünfte	émoluments
Gebühren	émoluments
Gehalt	émoluments
Vergütung	émoluments
Beschneiden	émondage
ausputzen	émonder
ausschneiden	émonder
verlesen und reinigen	émonder
Gefühls	émotif
Gefühls-	émotif
affektiv	émotif
emotional	émotif
empfindsam	émotif
feinfühlig	émotif
gefühlsgeladen	émotif
gefühlvoll	émotif
schreckhaft	émotif
sentimental	émotif
überempfindlich	émotif
Aufregung	émotion
Betroffenheit	émotion
Bewegtheit	émotion
Bewegung	émotion
Ergriffenheit	émotion
Erregung	émotion
Erschütterung	émotion
Gefühl	émotion
Gefühle	émotion
Gefühlsregung	émotion
Gemütsbewegung	émotion
Rührung	émotion
Gefühls	émotionnel
Gefühls-	émotionnel
emotional	émotionnel
emotionell	émotionnel
gefühlsbedingt	émotionnel
gefühlsbetont	émotionnel
gefühlsmäßig	émotionnel
berühren	émotionner
bewegen	émotionner
erschüttern	émotionner
rühren	émotionner
geschockt	émotionné
Gefühlsleben	émotions
Emotivität	émotivité
Empfindsamkeit	émotivité
Schreckhaftigkeit	émotivité
erhöhte Erregbarkeit	émotivité
erhöhte Gemütserregbarkeit	émotivité
Überempfindlichkeit	émotivité
Turmfalke	émouchet
abstumpfen	émousser
stumpf machen	émousser
stumpf	émoussé
anregend	émoustillant
erregend	émoustillant
pikant	émoustillant
anregen	émoustiller
erheitern	émoustiller
in angeregte Stimmung versetzen	émoustiller
bewegend	émouvant
emotional	émouvant
emotionell	émouvant
emotionsvoll	émouvant
ergreifend	émouvant
erregend	émouvant
erschütternd	émouvant
gefühlsbetont	émouvant
pathetisch	émouvant
rührend	émouvant
beunruhigen	émouvoir
bewegen	émouvoir
ergreifen	émouvoir
erschüttern	émouvoir
mouvoir	émouvoir
rühren	émouvoir
verstören	émouvoir
verwirren	émouvoir
ému	émouvoir
beunruhigt	ému
bewegt	ému
ergriffen	ému
gerührt	ému
verstört	ému
Nacheiferung	émulation
Wetteifer	émulation
Wettstreit	émulation
Terminalemulation	émulation de terminal
Nacheiferer	émule
emulgierend	émulsifiant
Emulgator	émulsifiant
Emulsion	émulsion
emulgieren	émulsionner
angeheitert	éméché
angesäuselt	éméché
beduselt	éméché
benebelt	éméché
beschwipst	éméché
duselig	éméché
bedeutend	émérite
emeritiert	émérite
erfahren	émérite
hervorragend	émérite
verdienstvoll	émérite
verdient	émérite
Erbrechen erregend	émétique
emetisch	émétique
erbrechenerregend	émétique
Brechmittel	émétique
Emetikum	émétique
Einsatz	énergie
Energie	énergie
Schwung	énergie
Schwungkraft	énergie
Spannkraft	énergie
Tatkraft	énergie
Wirksamkeit	énergie
Atomenergie	énergie atomique
Atomkraft	énergie atomique
Schaffenskraft	énergie créatrice
Wasserkraft	énergie hydraulique
Atomenergie	énergie nucléaire
Atomkraft	énergie nucléaire
Kernenergie	énergie nucléaire
Strahlungsenergie	énergie radiante
Strahlungsenergie	énergie rayonnante
Solarenergie	énergie solaire
Wärmeenergie	énergie thermique
Elektroenergie	énergie électrique
Windenergie	énergie éolienne
Windstärke	énergie éolienne
drastisch	énergique
durchgreifend	énergique
dynamisch	énergique
energisch	énergique
extrem	énergique
geharnischt	énergique
kraftvoll	énergique
kräftig	énergique
mannhaft	énergique
markig	énergique
nachdrücklich	énergique
schwunghaft	énergique
schwungvoll	énergique
stramm	énergique
tatkräftig	énergique
tätig	énergique
unermüdlich	énergique
drastisch	énergiquement
durchgreifend	énergiquement
energisch	énergiquement
tatkräftig	énergiquement
verrückter Kerl	énergumène
überspannte Person	énergumène
Energie	énergétique
Energie-	énergétique
energetisch	énergétique
Energetik	énergétique
entnervend	énervant
nervenaufreibend	énervant
verärgernd	énervant
zermürbend	énervant
Aufregung	énervement
Belästigung	énervement
Erregtheit	énervement
Erregung	énervement
Nervosität	énervement
Verärgerung	énervement
belästigen	énerver
entnerven	énerver
erregen	énerver
verärgern	énerver
aufgeregt	énervé
erregbar	énervé
erregt	énervé
fieberhaft	énervé
nervös	énervé
übellaunig	énervé
dunkel	énigmatique
geheimnisvoll	énigmatique
rätselhaft	énigmatique
rätselvoll	énigmatique
undurchsichtig	énigmatique
unergründlich	énigmatique
Geheimnis	énigme
Rätsel	énigme
ausdrücken	énoncer
aussprechen	énoncer
darlegen	énoncer
formulieren	énoncer
stellen	énoncer
verkünden	énoncer
verkündigen	énoncer
vorbringen	énoncer
zum Ausdruck bringen	énoncer
Ankündigung	énonciation
Aussage	énonciation
Bekanntmachung	énonciation
Darlegung	énonciation
Formulierung	énonciation
Ausdruck	énoncé
Aussage	énoncé
Darlegung	énoncé
Formulierung	énoncé
Text	énoncé
Wortlaut	énoncé
Zielsetzung	énoncé
Äußerung	énoncé
Riesen	énorme
beispiellos	énorme
bodenlos	énorme
enorm	énorme
flagrant	énorme
gewaltig	énorme
himmelweit	énorme
kraß	énorme
massiv	énorme
mächtig	énorme
riesengroß	énorme
riesig	énorme
unermeßlich	énorme
ungeheuer	énorme
ungeheuer groß	énorme
ungeheuerlich	énorme
übergroß	énorme
überwältigend	énorme
Exzeß	énormité
Größe	énormité
Maßlosigkeit	énormité
Riesendummheit	énormité
Ungeheuerlichkeit	énormité
Unmäßigkeit	énormité
gewaltiger Umfang	énormité
ungeheure Größe	énormité
Übermaß	énormité
enorm	énormément
gewaltig	énormément
mächtig	énormément
riesig	énormément
ungeheuer	énormément
unheimlich	énormément
unmäßig	énormément
ziemlich viel	énormément de
enorm viel	énormément de
Anführung	énumération
Aufstellung	énumération
Aufzählung	énumération
Enumeration	énumération
Verzeichnis	énumération
an-	énumérer
aufführen	énumérer
aufzählen	énumérer
hersagen	énumérer
herzählen	énumérer
vorrechnen	énumérer
Bettnässen	énurésie
Enurese	énurésie
Bettnässen	énurésie nocturne
Bettnässer	énurétique
Eozän-	éocène
eozän	éocène
Wind	éolien
Wind-	éolien
äolisch	éolien
Windkraftanlage	éolienne
Windrad	éolienne
Eosin	éosine
Spaniel	épagneul
beleibt	épais
buschig	épais
dicht	épais
dick	épais
dickflüssig	épais
dicklich	épais
gedrungen	épais
grob	épais
hoch	épais
plump	épais
schwer	épais
stark	épais
sämig	épais
undurchdringlich	épais
untersetzt	épais
wulstig	épais
zäh	épais
épaisse	épais
Dichte	épaisseur
Dicke	épaisseur
Dickte	épaisseur
Höhe	épaisseur
Stärke	épaisseur
verdickt	épaissi
abbinden	épaissir
dick  werden	épaissir
dick werden	épaissir
dicker  werden	épaissir
dicker werden	épaissir
dickflüssig werden	épaissir
eindicken	épaissir
einkochen	épaissir
fest werden	épaissir
gelatinieren	épaissir
gelieren	épaissir
sämig werden	épaissir
verdicken	épaissir
Bindemittel	épaississant
Dichterwerden	épaississement
Dickerwerden	épaississement
Eindickung	épaississement
Stärkerwerden	épaississement
Verdickung	épaississement
Erguß	épanchement
Geständnis	épanchement
Herzensergießung	épanchement
Gelenkerguß	épanchement de synovie
seröser Gelenkerguß	épanchement de synovie
seine Gefühle ausschütten	épancher
seinen Gefühlen Luft machen	épancher
Dampf ablassen	épancher sa bile
sein Herz ausschütten	épancher son cœur
Ausbreiten des Düngers	épandage
Verteilen des Düngers	épandage
Stallmiststreuer	épandeur de fumier
ausbreiten	épandre
streuen	épandre
verteilen	épandre
aufgeblüht	épanoui
aufgegangen	épanoui
entfaltet	épanoui
entwickelt	épanoui
erblüht	épanoui
freudestrahlend	épanoui
freudig	épanoui
heiter und ausgeglichen	épanoui
strahlend	épanoui
vergnügt	épanoui
vollentwickelt	épanoui
aufblühen lassen	épanouir
aufheitern	épanouir
aufleuchten lassen	épanouir
erblühen lassen	épanouir
erhellen	épanouir
erstrahlen lassen	épanouir
Aufblühen	épanouissement
Aufgehen	épanouissement
Aufheiterung	épanouissement
Blühen	épanouissement
Blüte	épanouissement
Entfaltung	épanouissement
Entwicklung	épanouissement
Erblühen	épanouissement
Erstrahlen	épanouissement
