EFTA	﻿A.E.L.E.
perseguir	talonner
pisar los talones a	talonner
talonera	talonnette
espolvorear con talco	talquer
abajadero	talus
buzamiento	talus
cuesta	talus
declive	talus
ladera	talus
pendiente	talus
rampa	talus
talud	talus
vertiente	talus
ostentación	tam-tam
tam-tam	tam-tam
oso hormiguero	tamandua
tamandúa	tamandua
tamarindo	tamarin
tití	tamarin
tamarindo	tamarinier
guisote	tambouille
bastidor	tambour
bombo	tambour
cancel	tambour
tambor	tambour
pandereta	tambour de basque
pandero	tambour de basque
tambor mayor	tambour-major
pandereta	tambourin
tamboril	tambourin
repiquetear	tambouriner
tocar con el tambor	tambouriner
cedazo	tamis
cernedor	tamis
coladera	tamis
colador	tamis
cordaje	tamis
criba	tamis
tamiz	tamis
acribar	tamiser
amortecer	tamiser
amortiguar	tamiser
cerner	tamiser
cernir	tamiser
colar	tamiser
cribar	tamiser
pasar por el tamiz	tamiser
tamizar	tamiser
zarandear	tamiser
tamizado	tamisé
aparato de sellar	tampon
bayeta	tampon
bitoque	tampon
borrador	tampon
colchón	tampon
defensa	tampon
parachoques	tampon
paño	tampon
sello	tampon
taco	tampon
tampón	tampon
tapa	tampon
tapón	tampon
tope	tampon
torunda	tampon
tampón	tampon hygiénique
tampón	tampon périodique
estropajo	tampon à récurer
choque	tamponnement
colisión	tamponnement
chocar	tamponner
estampillar	tamponner
frotar con un paño	tamponner
limpiar	tamponner
mojar ligeramente	tamponner
poner un sello en	tamponner
sellar	tamponner
topar con	tamponner
tropezar	tamponner
tanto	tan
reprender	tancer
tenca	tanche
tándem	tandem
al	tandis que
en tanto que	tandis que
mientras	tandis que
mientras que	tandis que
mientras	tandis que
cabeceo	tangage
al último momento	tangent
por los pelos	tangent
por un pelo	tangent
tangente	tangent
tangente	tangente
palpable	tangible
tangible	tangible
palpablemente	tangiblement
tango	tango
cabecear	tanguer
tambalear	tanguer
tanino	tanin
cubil	tanière
guarida	tanière
madriguera	tanière
aljibe	tank
automóvil de guerra blindado	tank
carro de asalto	tank
carro de combate	tank
cisterna	tank
depósito	tank
tanque	tank
tanque de guerra	tank
aljibe	tanker
barco cisterna	tanker
buque de tanque	tanker
petrolero	tanker
tanque	tanker
curtido	tannage
cargante	tannant
curtir	tanner
dar la tabarra	tanner
dar la tabarra a	tanner
pinchar	tanner
curtiduría	tannerie
tenería	tannerie
curtidor	tanneur
tanino	tannin
curtido	tanné
tostado	tanné
tostado por el sol	tanné
de tal manera	tant
tanto	tant
a trancas y barrancas	tant bien que mal
mal que bien	tant bien que mal
tanto	tant de
tanto	tant de
el ciento y la madre	tant et plus
tanto y tan bien	tant et si bien
tanto mejor	tant mieux
qué se le va a hacer	tant pis
si	tant qu'à
ya que	tant qu'à
mientras	tant que
mientras	tant que
maricón	tante
mariquita	tante
tía	tante
tía carnal	tante
tío	tante
dentro de poco	tantôt
hace poco	tantôt
luego	tantôt
por la tarde	tantôt
unas veces... otras	tantôt... tantôt
tanzano	tanzanien
tanzano	tanzanien
tanzana	tanzanienne
tábano	taon
taoísmo	taoïsme
alboroto	tapage
algarabía	tapage
barahúnda	tapage
baraúnda	tapage
batahola	tapage
bataola	tapage
batifondo	tapage
bulla	tapage
bullanga	tapage
bullaranga	tapage
bullicio	tapage
escándalo	tapage
estruendo	tapage
estrépito	tapage
jaleo	tapage
alborotador	tapageur
bullanguero	tapageur
bullero	tapageur
bulliciciero	tapageur
bullicioso	tapageur
escandaloso	tapageur
estrepitoso	tapageur
rimbombante	tapageur
ruidoso	tapageur
bulliciosamente	tapageusement
estrepitosamente	tapageusement
ruidosamente	tapageusement
cachete	tape
golpe	tape
palmada	tape
capón	tape sur la tête
aparatoso	tape-à-l'œil
llamativo	tape-à-l'œil
fachada	tape-à-l'œil
balancín	tapecul
subibaja	tapecul
alcaparras	tapenade
anchoas molidas con zumo de limón y aceite de oliva	tapenade
condimento a base de aceitunas negras	tapenade
abatanar	taper
ablandar	taper
abofetear	taper
acachetear	taper
aporrear	taper
asentar la mano	taper
batanar	taper
batanear	taper
calentar	taper
cascar	taper
cerrar bruscamente	taper
cerrar violentamente	taper
criticar	taper
cruzar la cara	taper
dar de bofetadas	taper
dar un golpecito	taper
dar un portazo	taper
echar mano	taper
escribir	taper
escribir a máquina	taper
golpear	taper
gorrear	taper
gorronear	taper
llamar	taper
mecanografiar	taper
pasar a máquina	taper
pegar	taper
picar	taper
poner como un trapo	taper
sablear	taper
sablearle	taper
subir	taper
teclear	taper
vituperar	taper
zurrar	taper
chocar	taper dans
patear	taper des pieds
mano de mimbre	tapette
mariquita	tapette
matamoscas	tapette
sacudidor	tapette
matamoscas	tapette à mouches
aprovechado	tapeur
aprovechón	tapeur
arrimado	tapeur
arrimón	tapeur
gorrón	tapeur
parásito	tapeur
sablista	tapeur
tapioca	tapioca
tapir	tapir
alfombra	tapis
lona	tapis
tapete	tapis
tapicería	tapis
tapiz	tapis
alfombrilla	tapis de bain
colchoneta	tapis de sol
falda	tapis de table
mantel	tapis de table
tapete	tapis de table
cinta transportadora	tapis roulant
tapiz deslizante	tapis roulant
cinta transportadora	tapis transporteur
baleo	tapis-brosse
estera	tapis-brosse
esterilla	tapis-brosse
felpudo	tapis-brosse
limpiabarros	tapis-brosse
peludo	tapis-brosse
ruedo	tapis-brosse
alfombrar	tapisser
cubrir	tapisser
empapelar	tapisser
tapizar	tapisser
bordado	tapisserie
bordadura	tapisserie
colgadura	tapisserie
empapelado	tapisserie
tapicería	tapisserie
tapiz	tapisserie
empapelador	tapissier
tapicero	tapissier
empapeladora	tapissière
tapicera	tapissière
golpeteo	tapotement
aporrear	tapoter
dar golpecitos	tapoter
dar golpecitos en	tapoter
pestillo	taquet
taco	taquet
tope	taquet
zapata	taquet
chinche	taquin
guasón	taquin
guasón	taquin
chinche	taquine
guasona	taquine
guasóna	taquine
atormentar	taquiner
chinchar	taquiner
fastidiar	taquiner
jorobar	taquiner
pinchar	taquiner
chanza	taquinerie
guasa	taquinerie
rocambolesco	tarabiscoté
rococó	tarabiscoté
dar la tabarra	tarabuster
rondar	tarabuster
aterrajar	tarauder
mortificar	tarauder
tarde	tard
tardíamente	tard
demorarse	tarder
tardar	tarder
tardío	tardif
tarde	tardivement
tardíamente	tardivement
lacra	tare
tara	tare
tarántula	tarentule
cierre	targette
pasador	targette
pestillo	targette
arancel	tarif
tarifa	tarif
arancel	tarif douanier
arancel	tarif syndical
arancelario	tarifaire
tarifar	tarifer
fijación de tarifas	tarification
lúgano	tarin
agotar	tarir
agotarse	tarir
desaguar	tarir
desecarse	tarir
enjugar	tarir
enjugarse	tarir
secar	tarir
secarse	tarir
tarot	tarot
tartana	tartane
tártaro	tartare
estúpido	tarte
galleta	tarte
pastel	tarte
tarta	tarte
torta	tarte
tartaleta	tartelette
bocadillo	tartine
bocata	tartine
emparedado	tartine
rebanada	tartine
rebanada de pan con mantequilla	tartine
rollo	tartine
untada	tartine
llenar	tartiner
untar	tartiner
cal	tartre
incrustación	tartre
sarro	tartre
sedimento	tartre
toba	tartre
tártaro	tartre
comediante	tartufe
fariseo	tartufe
farsante	tartufe
hipócrita	tartufe
tartufo	tartufe
hipocresía	tartuferie
tartufo	tartuffe
tarado	taré
tarado	taré
tarada	tarée
acumulación	tas
amontonamiento	tas
cúmulo	tas
hatajo	tas
mogollón	tas
montaña	tas
montón	tas
ovillo	tas
pila	tas
ruma	tas
tropel	tas
estercolero	tas de fumier
taza	tasse
codal	tasseau
apisonado	tassement
asiento	tassement
baja	tassement
derrumbamiento	tassement
hundimiento	tassement
achaparrarse	tasser
apelmazar	tasser
apisonar	tasser
apiñarse	tasser
apretujar	tasser
apretujarse	tasser
arreglarse	tasser
comprimir	tasser
hundirse	tasser
pisar	tasser
prensar	tasser
apretado uno contra otro	tassé
apretujado	tassé
cargado	tassé
encogido	tassé
catavinos	taste-vin
tita	tata
tatami	tatami
puntilloso	tatillon
puntilloso	tatillon
puntillosa	tatillonne
armadillo	tatou
tatú	tatou
tatuaje	tatouage
tatuar	tatouer
chabola	taudis
cuchitril	taudis
leonera	taudis
tugurio	taudis
enchironado	taulard
enchironada	taularde
chirona	taule
patrón	taulier
patrona	taulière
topo	taupe
topera	taupinière
topinera	taupinière
bicho	taureau
toro	taureau
taurino	taurin
tauromaquia	tauromachie
toreo	tauromachie
cotización	taux
grado	taux
tasa	taux
tipo	taux
índice	taux
lunar	tavelure
maca	tavelure
mancha	tavelure
bodegón	taverne
café reservado a los hombres	taverne
hostería	taverne
mesón	taverne
posada	taverne
taberna	taverne
venta	taverne
imponible	taxable
sujeto a impuestos	taxable
sujeto a tributación	taxable
tasador	taxateur
imposición fiscal	taxation
recaudación fiscal	taxation
tasa	taxation
tasación	taxation
tasadora	taxatrice
censo	taxe
contribución	taxe
gravamen	taxe
impuesto	taxe
recargo	taxe
tasa	taxe
tributo	taxe
aforar	taxer
avalorar	taxer
avaluar	taxer
estimar	taxer
evaluar	taxer
gravar	taxer
gravar con un impuesto	taxer
imponer impuestos a	taxer
sablear	taxer
tachar	taxer
tasar	taxer
tildar	taxer
valorar	taxer
arbitrio	taxes municipales
ruletero	taxi
taxi	taxi
taxista	taxi
taxidermista	taxidermiste
taxímetro	taximètre
teléfono público de fichas	taxiphone
taiga	taïga
chadiano	tchadien
chadiano	tchadien
chadiana	tchadienne
chador	tchador
rollo	tchatche
checo	tchèque
checa	tchèque
checo	tchèque
checoslovaco	tchécoslovaque
checoslovaca	tchécoslovaque
checoslovaco	tchécoslovaque
te	te
ti	te
aquí estás	te voilà
especialista	technicien
técnico	technicien
especialista	technicienne
técnica	technicienne
técnico	technicienne
capacidad profesional	technicité
pericia	technicité
tecnicidad	technicité
técnico comercial	technico-commercial
técnico comercial	technico-commercial
técnico comercial	technico-commerciale
tecnicolor	technicolor
técnico	technique
tecnología	technique
técnica	technique
técnicamente	techniquement
tecnócrata	technocrate
tecnócrata	technocratique
tecnología	technologie
tecnológico	technologique
tecnóloga	technologue
tecnólogo	technologue
teca	teck
teckel	teckel
tectónico	tectonique
tectónica	tectonique
camiseta	tee shirt
camiseta	tee-shirt
niqui	tee-shirt
remera	tee-shirt
adolescente	teenager
bicho	teigne
mal bicho	teigne
palomilla	teigne
polilla	teigne
tiña	teigne
tiñosa	teigneuse
tiñoso	teigneux
tiñoso	teigneux
teñir	teindre
tintar	teindre
teñido	teint
tinto	teint
color del rostro	teint
tez	teint
color	teinte
matiz	teinte
tinta	teinte
tinte	teinte
tonalidad	teinte
tono	teinte
tono de color	teinte
colorar	teinter
colorear	teinter
matizar	teinter
teñir	teinter
color	teinture
colorante	teinture
tinta	teinture
tinte	teinture
tintura	teinture
tintura para el pelo	teinture
tinte	teinturerie
tintorería	teinturerie
tintorero	teinturier
tintorera	teinturière
ahumado	teinté
tintado	teinté
teca	tek
como	tel
cual	tel
parecida	tel
parecidas	tel
parecido	tel
parecidos	tel
semejante	tel
semejantes	tel
tal	tel
tales	tel
tanto	tel
ésta	tel
éste	tel
quien	tel
como	tel que
parecida	telle
parecidas	telle
parecido	telle
parecidos	telle
semejante	telle
semejantes	telle
tal	telle
tales	telle
quien	telle
de tal manera	tellement
de tal modo	tellement
en tal medida	tellement
hasta tal punto	tellement
más	tellement
tan	tellement
tanto	tellement
tanto	tellement de
parecida	tels
parecidas	tels
parecido	tels
parecidos	tels
semejante	tels
semejantes	tels
tal	tels
tales	tels
como	tels que
sien	tempe
templo	temple
tempo	tempo
tiempo	tempo
eventual	temporaire
provisional	temporaire
temporal	temporaire
temporero	temporaire
provisionalmente	temporairement
temporalmente	temporairement
caduco	temporel
mundano	temporel
pasajero	temporel
perecedero	temporel
temporal	temporel
transitorio	temporel
temporalidad	temporel
transitoriedad	temporel
dilatorio	temporisateur
interruptor de reloj	temporisateur
reloj automático	temporisateur
temporizador	temporisateur
demorarse	temporiser
ganar tiempo	temporiser
tardar	temporiser
día	temps
edad	temps
momento	temps
rato	temps
tiempo	temps
época	temps
temperamento	tempérament
abstinencia total de bebidas alcohólicas	tempérance
temperancia	tempérance
templanza	tempérance
frugal	tempérant
moderado	tempérant
sobrio	tempérant
calentura	température
décimas	température
fiebre	température
temperatura	température
temple	température
máxima	température maximale
mínima	température minimale
atemperar	tempérer
temperar	tempérer
moderado	tempéré
temperado	tempéré
templado	tempéré
borrascoso	tempétueux
borrasquero	tempétueux
tempestuoso	tempétueux
tormentoso	tempétueux
borrasca	tempête
tempestad	tempête
temporal	tempête
tormenta	tempête
ventisca	tempête de neige
darse a todos los diablos	tempêter
poner verde	tempêter
ponerse hecho una fiera	tempêter
rabiar	tempêter
vociferar	tempêter
aferrado	tenace
constante	tenace
firme	tenace
obstinado	tenace
persistente	tenace
tenaz	tenace
terco	tenace
testarudo	tenace
tozudo	tenace
aferradamente	tenacement
constantemente	tenacement
firmemente	tenacement
obstinadamente	tenacement
tercamente	tenacement
tenaza	tenaille
suplicio	tenaillement
amartelar	tenailler
aquejar	tenailler
asenderear	tenailler
atenazar	tenailler
atormentar	tenailler
molestar	tenailler
encargado	tenancier
encargada	tenancière
paladín	tenant
poseedor	tenant
poseedor del título	tenant du titre
impulso	tendance
inclinación	tendance
propensión	tendance
tendencia	tendance
tenor	tendance
parcialmente	tendancieusement
tendenciosamente	tendancieusement
tendencioso	tendancieux
banda elástica	tendeur
pulpo	tendeur
tensor	tendeur
viento	tendeur
tendinitis	tendinite
tendón	tendon
amoroso	tendre
blando	tendre
cariñoso	tendre
fino	tendre
muelle	tendre
suave	tendre
tenue	tendre
tierno	tendre
tierno de corazón	tendre
persona tierna	tendre
alargar	tendre
atiesar	tendre
atirantar	tendre
converger	tendre
dar cuerda a	tendre
decantar	tendre
entiesar	tendre
estirar	tendre
extender	tendre
inclinarse	tendre
perseguir	tendre
poner tenso	tendre
propender	tendre
ser inclinado	tendre
ser propenso	tendre
tender	tendre
tener tendencia	tendre
tensar	tendre
tensarse	tendre
tesar	tendre
amorosamente	tendrement
cariñosamente	tendrement
tiernamente	tendrement
afecto	tendresse
apapacho	tendresse
caricia	tendresse
cariño	tendresse
delicadeza	tendresse
simpatía	tendresse
ternura	tendresse
ternilla	tendron
empapelado	tendu
estirado	tendu
nervioso	tendu
tapizado	tendu
tendido	tendu
tenso	tendu
tieso	tendu
tirante	tendu
empapelado con	tendu de
tapizado de	tendu de
cantidad	teneur
contenido	teneur
grado	teneur
graduación	teneur
porcentaje	teneur
proporción	teneur
índice	teneur
adherirse	tenir
agarrarse	tenir
aguantar	tenir
caber	tenir
celebrar	tenir
cogerse	tenir
comportarse	tenir
considerar	tenir
contener	tenir
cuajar	tenir
cumplir	tenir
deberse	tenir
depender	tenir
durar	tenir
encontrar	tenir
enterarse	tenir
estar	tenir
estar apegado	tenir
estar encariñado	tenir
estar ligado	tenir
gobernar	tenir
guardar	tenir
hallar	tenir
llevar	tenir
mantener	tenir
mantenerse	tenir
no soltar	tenir
observar	tenir
ocupar	tenir
parecer	tenir
parecerse	tenir
quedarse con	tenir
regentar	tenir
regir	tenir
resistir	tenir
retener	tenir
saber	tenir
salir	tenir
seguir	tenir
sostener	tenir
sostenerse	tenir
sujetar	tenir
tener	tenir
tener agarrado	tenir
tener apego	tenir
tener cogido	tenir
tener lugar	tenir
tenerse	tenir
abrigar	tenir chaud
dominar	tenir en bride
refrenar	tenir en bride
ser severo	tenir la bride haute
llevar las cuentas	tenir la comptabilité
llevar los libros	tenir la comptabilité
hacer sudar la gota gorda	tenir la dragée haute
